FLIGHT_COUNT,SEG_KM_SUM,AVG_INTERVAL,avg_discount,EXCHANGE_COUNT,DAYS_SINCE_LAST_FLIGHT
101,140188,7.15,0.996902945,9,11.0
19,155552,21.05555556,0.897522308,0,15.0
95,140931,7.425531915,0.988949912,9,23.0
85,97855,8.595238095,1.423453171,3,6.0
108,169746,6.61682243,0.8176859540000001,12,21.0
64,97250,11.47619048,1.426656247,15,3.0
31,95766,24.16666667,1.438600025,13,0.0
79,129119,9.051282051,1.065611103,6,4.0
109,163010,6.324074073999999,0.843554751,1,16.0
19,201613,33.94444444,0.681331859,3,17.0
120,172352,5.823529412,0.7902875509999999,13,24.0
45,116917,16.40909091,1.154155854,1,0.0
19,136374,33.05555556,0.988910129,1,133.0
22,135717,24.0,0.993493225,5,182.0
80,105118,8.873417722000001,1.277942503,0,14.0
82,106666,8.802469136000001,1.255920537,5,5.0
90,179472,7.865168539,0.744693267,7,11.0
17,143287,35.0625,0.931991388,2,155.0
39,97116,18.36842105,1.374724556,0,8.0
102,102961,7.01980198,1.295748779,10,10.0
90,158149,7.820224719,0.8431856670000001,3,10.0
125,176585,5.693548387000001,0.75433474,14,6.0
77,94142,9.197368421,1.414713624,0,22.0
79,157844,9.230769231,0.843179595,12,5.0
116,165365,6.104347826000001,0.802227557,1,12.0
58,91515,12.33333333,1.448642081,7,14.0
109,144321,6.666666667,0.914492693,11,7.0
180,182540,3.977653631,0.720028487,4,8.0
103,218087,7.039215686,0.602317149,6,0.0
107,155834,6.801886792,0.841613512,1,7.0
14,125796,46.53846154,1.040394289,3,119.0
149,155588,4.912162162,0.836742487,5,1.0
76,94185,8.973333333,1.380177417,0,47.0
55,94577,12.90740741,1.369523774,0,2.0
80,92022,8.835443038,1.407186108,4,3.0
40,139742,18.30769231,0.926317142,6,15.0
142,183472,5.063829787,0.702883928,5,6.0
24,125340,28.39130435,1.026238631,3,29.0
13,126495,53.5,1.014545871,3,17.0
85,151736,8.369047619,0.843447435,10,1.0
68,117537,10.34328358,1.085817147,0,2.0
116,161730,6.234782609,0.786706177,6,7.0
123,89350,5.909836066,1.419099832,2,1.0
47,91018,14.67391304,1.389867279,7,16.0
49,90602,12.9375,1.394936204,0,105.0
86,157799,8.482352941,0.799002655,22,1.0
60,106278,12.08474576,1.182681834,0,10.0
110,166843,6.577981651,0.7509068409999999,8,3.0
67,119347,10.98484848,1.046676247,0,1.0
51,99034,11.36,1.259950118,3,0.0
74,96520,9.0,1.289827497,5,67.0
12,121632,59.18181818,1.023333333,0,26.0
59,85171,12.27586207,1.461263576,10,5.0
120,176951,5.915966387,0.701123814,12,17.0
60,88428,12.28813559,1.40060309,16,2.0
57,90553,9.285714286,1.366744227,0,0.0
43,195034,15.73809524,0.631640227,0,55.0
113,151060,6.428571429,0.81511929,3,1.0
42,165589,17.12195122,0.743348652,0,22.0
58,94554,12.35087719,1.299097235,3,15.0
16,184227,33.13333333,0.66544855,0,29.0
122,180074,5.776859504,0.68017726,11,17.0
72,91164,10.16901408,1.343311285,5,5.0
113,121394,6.330357143,1.008554047,2,9.0
77,157206,9.592105263,0.7772353470000001,3,1.0
57,91658,12.83928571,1.332451177,0,9.0
16,115401,42.8,1.057235119,1,12.0
77,151637,9.092105263,0.803643702,13,8.0
88,117157,8.356321839,1.039534044,3,2.0
13,137604,56.08333333,0.884236795,4,49.0
124,113615,5.853658537,1.070194781,0,2.0
69,147549,10.17647059,0.823818121,5,30.0
66,86430,10.75384615,1.406350341,2,0.0
26,178921,24.88,0.6793056709999999,1,100.0
59,94946,12.44827586,1.273062688,5,3.0
125,189177,5.846774194,0.6379945770000001,2,0.0
57,144505,12.69642857,0.832500467,0,2.0
64,262290,8.015873016,0.457967364,10,4.0
49,88903,12.64583333,1.3509114430000002,0,112.0
58,84353,12.68421053,1.423312271,3,1.0
136,145540,5.311111111000001,0.82433441,9,4.0
68,148879,10.55223881,0.8048453440000001,0,3.0
71,180226,10.3,0.664729007,2,3.0
116,130636,6.191304347999999,0.916310894,6,15.0
110,172640,6.513761467999999,0.6930268190000001,1,0.0
105,145253,6.798076922999999,0.823284201,9,11.0
52,83356,13.52941176,1.433468257,1,20.0
106,167199,6.885714286,0.714441235,7,2.0
11,112128,52.8,1.065035317,1,176.0
59,92635,11.94827586,1.283990608,8,12.0
59,145433,12.17241379,0.817583423,3,17.0
83,94441,8.597560976,1.254728561,2,25.0
10,122320,41.44444444,0.966,6,315.0
116,136228,6.330434782999999,0.8661216490000001,0,0.0
79,151183,8.243589744,0.7788971640000001,0,5.0
76,86061,9.64,1.367977249,0,6.0
100,91727,7.282828283,1.282347182,9,0.0
107,165304,6.858490566,0.7108682190000001,8,0.0
114,151625,6.336283186,0.774562836,2,12.0
57,84080,11.19642857,1.3949203140000002,5,8.0
76,119514,9.413333333,0.98076627,6,21.0
43,94144,16.35714286,1.240551283,0,29.0
20,148827,36.21052632,0.7845195429999999,0,21.0
56,82981,12.8,1.403768453,14,3.0
84,140535,8.746987952000001,0.827823318,4,1.0
111,141864,6.536363636,0.819703519,7,5.0
109,126167,6.537037037,0.921339098,3,17.0
60,98083,12.15254237,1.175007596,11,4.0
61,161499,12.13333333,0.713012031,2,2.0
43,93447,16.97619048,1.231469603,0,8.0
149,157683,4.837837838,0.724336929,7,4.0
43,111807,11.38095238,1.020765158,1,3.0
56,114358,11.70909091,0.995827664,3,81.0
94,109142,7.795698925,1.040933738,3,2.0
84,139338,8.361445782999999,0.811427392,5,12.0
16,107047,40.8,1.051401627,0,8.0
128,131315,5.598425197,0.856878118,12,16.0
124,130776,5.780487805,0.8600265340000001,11,1.0
111,130622,6.6,0.8591966129999999,4,3.0
77,134838,9.552631579,0.832180765,8,0.0
42,77936,17.04878049,1.4360421369999998,5,21.0
124,160524,5.902439024,0.695089955,2,0.0
19,96503,37.33333333,1.156085303,8,5.0
53,134627,12.82692308,0.828407972,8,43.0
61,83245,12.15,1.337276713,2,0.0
48,119036,15.12765957,0.934725209,3,3.0
26,94249,23.4,1.178456641,0,21.0
43,79426,16.64285714,1.3955870869999998,5,30.0
87,115134,7.73255814,0.962306964,3,59.0
114,124499,6.433628318999999,0.889901525,8,0.0
54,75651,13.37735849,1.462917873,2,19.0
68,163454,10.59701493,0.676618926,10,19.0
112,134757,6.495495495,0.82046172,3,5.0
73,163958,9.847222222,0.6731207379999999,1,12.0
49,80641,14.0625,1.368281891,2,36.0
40,127004,14.82051282,0.868515165,5,1.0
82,135413,8.87654321,0.81353969,0,4.0
154,129582,4.705882353,0.8481413309999999,6,0.0
58,145294,12.05263158,0.7557019559999999,2,12.0
52,97731,14.21568627,1.120337764,1,1.0
43,78765,14.95238095,1.388142957,2,7.0
105,138593,6.980769231,0.7888733920000001,1,3.0
97,116461,7.572916667,0.93836632,4,3.0
17,121870,38.0,0.896000164,5,110.0
32,77106,21.35483871,1.416159832,0,57.0
37,119320,20.05555556,0.914270784,8,4.0
86,159612,8.470588235,0.682643911,4,4.0
62,139995,11.36065574,0.778110575,0,12.0
67,127081,10.31818182,0.856602875,0,10.0
84,129836,8.674698795,0.837625235,8,7.0
117,132853,6.215517241000001,0.8163014759999999,2,7.0
122,129272,5.966942148999999,0.837572715,8,1.0
87,131029,8.220930232999999,0.82610529,1,23.0
73,75413,9.486111111,1.434756209,17,1.0
97,113939,7.520833333,0.949395993,6,7.0
93,150612,7.847826087,0.7180637,4,4.0
83,134621,8.780487805,0.8017396990000001,6,7.0
105,145865,6.730769231,0.7375951740000001,2,10.0
27,164336,25.53846154,0.654476682,0,54.0
24,110964,29.26086957,0.968107765,0,30.0
137,122439,5.338235294,0.874927107,6,1.0
57,90144,9.732142857,1.187537496,0,21.0
50,89115,14.775510199999998,1.201031476,12,6.0
45,139898,16.36363636,0.765013009,0,7.0
109,122024,6.657407407000001,0.877036239,4,0.0
46,80830,15.6,1.32374168,0,17.0
77,139876,9.394736842,0.763144213,11,16.0
60,154736,12.22033898,0.689844509,3,4.0
66,151383,10.04615385,0.705022823,1,5.0
77,144030,9.328947368,0.74088551,3,3.0
77,80208,9.342105263,1.325833583,4,15.0
28,77108,26.03703704,1.3789923219999998,0,12.0
62,141413,11.16393443,0.751386294,0,8.0
53,73717,13.25,1.440717609,0,32.0
37,72741,20.16666667,1.4590118369999998,0,3.0
94,126174,7.11827957,0.839762709,0,63.0
48,74411,14.21276596,1.4236073969999998,4,9.0
52,73647,13.68627451,1.430674841,0,4.0
52,135689,14.2745098,0.776371777,0,0.0
72,149171,9.915492958,0.705943112,2,8.0
47,76753,15.5,1.37078264,10,12.0
107,169750,6.79245283,0.619739087,6,8.0
96,136246,7.326315789,0.7718554670000001,9,22.0
168,130985,4.341317365,0.8006591590000001,5,1.0
49,125237,14.79166667,0.837061811,0,16.0
36,109695,20.22857143,0.954319431,7,12.0
21,137610,30.8,0.7606666670000001,1,75.0
60,137654,11.72881356,0.760252081,0,23.0
84,117382,8.385542168999999,0.8915401,0,31.0
59,97219,12.44827586,1.075326325,0,6.0
118,139566,6.213675213999999,0.746258043,4,0.0
49,78417,14.64583333,1.327684941,0,26.0
74,113789,7.698630137,0.91433425,0,3.0
64,139827,11.01587302,0.7440065220000001,2,6.0
47,71121,15.32608696,1.461826465,2,18.0
46,71012,16.17777778,1.462023883,7,0.0
115,115562,6.192982456,0.8967864,2,6.0
28,72232,26.2962963,1.434513512,0,12.0
12,100421,34.45454545,1.029644795,4,349.0
65,93221,11.203125,1.107523948,3,7.0
24,183418,28.2173913,0.562442563,0,64.0
50,135574,14.08163265,0.7601155829999999,0,3.0
98,141053,7.422680412,0.728867305,2,4.0
46,73338,15.62222222,1.3989986090000002,5,0.0
61,114031,7.75,0.899280547,2,16.0
28,82659,22.55555556,1.238878525,0,82.0
28,73852,24.33333333,1.3861765419999998,6,66.0
17,104641,27.875,0.978310605,2,14.0
51,72274,14.36,1.416135816,0,0.0
85,104969,8.5,0.974864579,0,15.0
23,157186,25.31818182,0.6506196479999999,0,13.0
78,121231,9.38961039,0.84343724,4,1.0
67,135439,11.0,0.754458243,8,0.0
96,131739,7.568421053,0.775295546,2,0.0
118,143796,6.025641026000001,0.7100688479999999,1,19.0
86,128754,6.776470588,0.792415925,4,46.0
36,124032,20.2,0.82250645,0,4.0
10,99312,64.66666667,1.025894957,9,81.0
34,70486,22.12121212,1.443316261,0,0.0
23,74910,32.13636364,1.357742091,0,1.0
76,138952,9.506666667,0.7315326879999999,3,4.0
45,145724,10.68181818,0.696498655,0,18.0
111,145458,6.445454545,0.697522309,4,17.0
47,82382,15.08695652,1.230913428,3,24.0
84,75766,8.734939759,1.337146213,6,0.0
134,116627,5.473684211,0.8674246959999999,6,0.0
46,130782,15.82222222,0.7711733270000001,1,2.0
96,135009,7.536842105,0.746628299,2,5.0
16,107690,41.8,0.936013465,3,92.0
83,133367,8.768292683,0.7554607959999999,9,10.0
93,109943,7.793478261000001,0.91579564,2,2.0
13,159016,42.33333333,0.632307692,0,5.0
36,113253,14.88571429,0.886428351,4,1.0
73,123568,10.0,0.810458452,5,10.0
98,76759,7.010309277999999,1.303309449,0,0.0
116,140571,6.330434782999999,0.7104835279999999,6,2.0
85,70965,8.369047619,1.401901923,2,12.0
48,68459,14.61702128,1.453157218,0,9.0
104,137698,6.873786408,0.7217528940000001,4,5.0
57,84129,12.75,1.179321043,0,11.0
43,130985,16.85714286,0.757415506,0,8.0
101,117880,7.19,0.841051069,0,11.0
69,141164,10.55882353,0.7021256840000001,3,1.0
71,70069,10.3,1.413737887,0,4.0
124,118049,5.902439024,0.837548052,7,4.0
86,89195,7.847058823999999,1.10819519,0,17.0
82,120536,8.802469136000001,0.8186665390000001,4,11.0
122,137879,5.900826446,0.7144708040000001,5,0.0
18,136876,38.17647059,0.718332944,0,19.0
39,70792,15.73684211,1.387449853,0,21.0
83,112709,8.329268293,0.870657357,0,3.0
81,99888,9.0375,0.982403492,10,0.0
66,111545,10.56923077,0.8786453000000002,2,32.0
46,71622,14.88888889,1.365195471,0,39.0
75,131146,9.810810811,0.745084105,9,2.0
69,126180,9.529411765,0.7741921070000001,2,77.0
45,68136,16.13636364,1.432941764,0,9.0
36,66829,20.28571429,1.460493648,2,3.0
106,130691,6.523809524,0.7464892759999999,4,0.0
64,66612,11.23809524,1.464381643,3,18.0
61,132797,12.01666667,0.7340983609999999,0,5.0
67,123556,8.409090909,0.788739195,0,0.0
52,125190,13.23529412,0.778333174,10,29.0
21,138363,32.25,0.704172358,0,12.0
100,116315,7.232323232000001,0.8364075999999999,0,8.0
119,100147,6.093220339,0.971327249,9,0.0
79,74503,8.807692308,1.305487564,15,19.0
101,118160,7.03,0.822947613,14,3.0
116,129478,6.295652174,0.750052132,4,4.0
42,74368,15.65853659,1.303695272,3,83.0
82,126149,8.987654321,0.7679306220000001,5,2.0
96,134194,7.557894737000001,0.72174598,2,10.0
79,124218,8.91025641,0.779597965,0,10.0
133,143216,5.378787879,0.675632052,14,3.0
73,134897,9.861111111,0.7170868140000001,4,14.0
58,122349,12.61403509,0.7904340040000001,2,0.0
19,130168,26.61111111,0.7423071720000001,2,133.0
62,76356,7.147540984,1.265360941,1,0.0
46,67761,15.95555556,1.425841856,6,4.0
38,66550,19.18918919,1.450518407,2,15.0
65,112320,10.578125,0.858959758,0,22.0
15,99645,27.85714286,0.968166892,0,12.0
93,127824,7.891304347999999,0.754275019,6,1.0
60,118514,12.30508475,0.811934708,3,3.0
93,117159,7.72826087,0.82114127,1,1.0
83,134851,8.56097561,0.712543548,3,14.0
44,108388,14.20930233,0.8862730190000001,0,15.0
62,112125,11.81967213,0.855358305,6,7.0
89,78410,8.227272727,1.221743017,5,1.0
78,121245,9.311688312,0.789605839,5,1.0
39,70142,17.73684211,1.3639718,5,25.0
101,102834,7.16,0.929938153,8,13.0
44,65769,16.60465116,1.452790676,0,16.0
75,122158,9.472972973,0.781846052,3,6.0
93,106705,7.47826087,0.894763601,3,17.0
54,71496,13.09433962,1.33526505,10,19.0
73,76834,9.902777778,1.242032954,15,17.0
70,98334,10.47826087,0.969874916,2,1.0
36,102876,19.71428571,0.926531747,0,13.0
45,67936,15.95454545,1.401278409,4,4.0
97,66431,7.458333333,1.432786199,3,13.0
107,132823,6.70754717,0.715139321,5,9.0
123,111589,5.729508197,0.8507229209999999,3,7.0
38,67361,18.81081081,1.408719882,1,28.0
98,129338,7.350515464,0.7335678609999999,4,12.0
33,65345,17.4375,1.4518301319999998,0,6.0
39,68043,18.97368421,1.393603751,0,5.0
72,73670,8.690140845,1.286411022,0,7.0
83,126476,8.682926829,0.7490311209999999,5,5.0
66,121756,11.13846154,0.7776507109999999,8,3.0
46,120983,15.04444444,0.78231049,5,35.0
99,123899,7.285714286,0.763360156,1,4.0
54,64453,13.71698113,1.463962112,0,3.0
65,107397,11.15625,0.8783021870000001,8,15.0
27,100143,14.38461538,0.941445133,1,241.0
36,72186,19.97142857,1.302530408,5,20.0
61,71752,11.8,1.306106868,0,19.0
103,125149,7.078431373,0.7469010540000001,7,5.0
52,76072,12.78431373,1.228696235,1,71.0
36,68799,15.85714286,1.35804096,3,8.0
37,66530,17.41666667,1.4023350369999998,1,11.0
100,64900,6.97979798,1.4373,2,13.0
51,87589,14.4,1.06409081,5,6.0
69,125139,10.55882353,0.742781227,0,11.0
82,109233,7.827160494,0.8508076309999999,0,7.0
65,74458,11.03125,1.246913025,3,24.0
118,137477,5.846153846,0.67473221,0,1.0
75,127816,9.527027027,0.7257207240000001,0,10.0
56,117444,12.74545455,0.789488352,7,0.0
73,128233,9.930555556,0.720501275,0,5.0
66,82682,10.8,1.1168940040000002,1,16.0
21,139888,36.15,0.660121097,2,5.0
78,114244,9.220779221,0.8077245190000001,6,3.0
90,122350,8.179775281,0.753979567,0,1.0
80,120362,9.151898734,0.766244247,4,7.0
20,121103,32.89473684,0.761441087,1,83.0
80,117968,8.82278481,0.781219907,3,30.0
95,104659,7.393617021,0.87833354,2,32.0
99,117708,7.387755102000001,0.7805520440000001,1,1.0
90,128188,7.943820225,0.716619964,0,16.0
33,63453,22.6875,1.447113927,3,0.0
73,110537,9.833333333,0.8304361440000001,1,11.0
127,124500,5.658730159,0.7372848190000001,8,17.0
83,114627,6.951219512000001,0.8003160690000001,1,156.0
27,90731,26.65384615,1.010241814,0,7.0
97,149015,7.364583333,0.614937825,3,0.0
13,125853,37.08333333,0.72670131,1,39.0
139,129859,5.289855072,0.703798197,4,0.0
86,113677,8.494117647000001,0.803908618,1,5.0
82,123788,8.913580247,0.7376269109999999,1,1.0
41,91797,16.6,0.9943289,4,30.0
72,120888,10.26760563,0.7550119120000001,4,1.0
82,116502,8.839506173,0.782969391,5,10.0
83,66764,8.682926829,1.36549308,0,3.0
92,103985,7.879120878999999,0.8751388179999999,4,13.0
49,98732,14.625,0.920499534,6,24.0
74,126274,9.876712329,0.719323851,2,9.0
78,106195,9.337662338,0.854748717,0,3.0
49,105720,14.5,0.858548997,1,8.0
44,69154,16.3255814,1.311839518,7,28.0
26,103395,28.16,0.8757814209999999,4,12.0
85,124022,8.583333332999999,0.729566125,6,1.0
49,62116,15.10416667,1.454720362,3,4.0
69,105755,10.54411765,0.854199991,5,4.0
53,114734,9.557692308,0.7872666340000001,1,7.0
11,134552,62.6,0.6709090910000001,0,65.0
55,117957,13.11111111,0.76517731,6,9.0
18,124386,40.52941176,0.725114241,6,32.0
63,137264,11.41935484,0.656078433,1,21.0
23,169931,24.95454545,0.529890073,0,179.0
55,103869,12.85185185,0.8668173370000001,0,12.0
36,112436,20.05714286,0.7999573090000001,4,23.0
43,69158,16.95238095,1.299686515,0,7.0
59,78595,12.06896552,1.142706025,5,1.0
69,98267,10.69117647,0.913754872,6,3.0
77,149556,8.973684211,0.600361671,7,26.0
75,113205,9.581081081,0.793122565,3,20.0
89,98446,8.090909091,0.911670561,15,13.0
51,71594,14.1,1.251371344,2,0.0
15,84976,43.78571429,1.053199256,4,63.0
51,121900,14.4,0.7337164890000001,1,9.0
63,84110,11.4516129,1.062971704,6,12.0
67,114895,11.03030303,0.77813186,4,2.0
35,102698,14.61764706,0.869739722,2,56.0
31,112940,24.06666667,0.789749247,3,2.0
63,131617,11.30645161,0.677294726,0,3.0
95,112565,7.510638298,0.7918911740000001,3,0.0
97,111809,7.458333333,0.7958487240000001,2,12.0
67,124788,10.74242424,0.712584784,0,8.0
101,119673,7.29,0.742826118,3,1.0
60,131743,11.91525424,0.6731966779999999,4,20.0
12,121632,55.36363636,0.7283333329999999,0,36.0
52,62006,14.17647059,1.427972616,3,2.0
92,108930,8.0,0.8101632240000001,6,1.0
47,68720,15.73913043,1.280616269,6,5.0
109,144111,6.222222222,0.61047623,5,44.0
82,135759,8.555555556,0.6466828720000001,4,11.0
68,107075,10.44776119,0.819026757,4,20.0
79,113061,8.91025641,0.775295725,6,15.0
74,119277,9.342465753,0.734588563,6,10.0
31,59830,20.53333333,1.463755474,3,111.0
34,87326,20.24242424,1.001857522,0,7.0
74,126760,9.863013699,0.690051909,4,2.0
7,85624,79.83333333,1.021428571,0,6.0
36,118329,18.14285714,0.739067177,3,91.0
43,71368,14.78571429,1.224596738,4,8.0
106,128750,6.619047619,0.678582369,7,34.0
89,106167,8.272727273,0.82264602,0,2.0
62,89752,9.852459016,0.972563954,2,102.0
51,118422,13.86,0.73627451,0,11.0
69,119146,8.279411765,0.731558088,4,4.0
84,90564,8.240963855,0.962312287,3,0.0
68,109665,10.70149254,0.794431222,2,4.0
20,113068,37.05263158,0.7694140690000001,0,2.0
27,106399,23.88461538,0.8167115290000001,1,87.0
64,114718,11.50793651,0.757229554,1,1.0
113,147384,6.392857143,0.589203374,5,6.0
40,60149,17.1025641,1.4430294769999998,3,1.0
80,138420,9.189873418,0.624723523,3,1.0
53,113194,12.94230769,0.76250826,1,39.0
109,123276,6.759259258999999,0.700098478,2,0.0
70,112890,10.2173913,0.764457525,1,3.0
35,62808,20.97058824,1.37325484,0,8.0
34,65969,20.303030300000003,1.307116221,0,28.0
88,110192,8.08045977,0.782405619,3,26.0
101,104916,7.21,0.821220119,7,9.0
44,123585,16.55813953,0.697107982,8,14.0
57,124821,12.5,0.6901963609999999,0,0.0
43,70258,16.73809524,1.225645051,4,10.0
57,101773,12.5,0.846069291,5,3.0
82,121881,8.864197531,0.705870234,7,10.0
69,94964,10.39705882,0.903869993,5,22.0
63,102801,11.08064516,0.833366699,1,42.0
12,84488,43.0,1.013213001,0,228.0
69,99590,9.367647059,0.8593490309999999,1,16.0
88,92775,8.356321839,0.922312153,0,3.0
59,133334,12.44827586,0.6414616679999999,2,2.0
40,133403,18.35897436,0.640861525,7,9.0
13,113580,50.25,0.752468392,1,84.0
68,119701,10.6119403,0.7120725809999999,2,10.0
69,119959,10.67647059,0.7104411509999999,2,2.0
38,63749,13.40540541,1.335886053,4,3.0
97,95578,7.322916667,0.8904420470000001,5,17.0
13,96745,53.75,0.8791565459999999,7,32.0
84,124877,8.722891566,0.680674344,3,2.0
33,60566,19.65625,1.400179804,0,77.0
61,129994,11.58333333,0.652295875,0,24.0
87,114443,8.244186047000001,0.740124516,6,16.0
62,104351,11.67213115,0.810345085,2,2.0
79,102926,9.320512821,0.8209831340000001,0,1.0
58,94188,11.03508772,0.896582367,0,83.0
26,126699,26.12,0.666378424,1,46.0
82,120396,8.888888889,0.7009850000000001,0,1.0
94,110837,7.698924731,0.761320588,8,6.0
43,88958,14.97619048,0.947841903,0,14.0
49,82626,14.83333333,1.019422095,0,8.0
32,87009,22.74193548,0.967861715,3,10.0
82,119037,8.864197531,0.706153885,4,3.0
62,101808,11.3442623,0.824876139,7,21.0
67,95683,10.1969697,0.877645872,0,17.0
81,103927,8.65,0.807743897,7,29.0
86,105952,8.470588235,0.7913474970000001,5,6.0
6,73392,85.8,1.141666667,0,100.0
